,College Name,Location,Accreditation,CD Rank,Courses,B.sc Fees,Review,Rating,URL
3910,"University College Jaitu, Jaitu"," Jaitu, Punjab",UGC Approved,#3911,B.Sc,"₹ 6,059",2,4,/college/58392-university-college-jaitu-jaitu
3911,"Tara Devi Harakh Chand Kankaria Jain College, Kolkata"," Kolkata, West Bengal",UGC Approved,#3912,B.Sc,"₹ 42,000",75,3,/college/58395-tara-devi-harakh-chand-kankaria-jain-college-kolkata
3912,"Panchayat College bargarh, Bhubaneswar"," Bhubaneswar, Odisha",Null,#3913,B.Sc,--,29,3,/college/58396-panchayat-college-bargarh-bhubaneswar
3913,"Government Model Science College, Gwalior"," Gwalior, Madhya Pradesh",UGC Approved,#3914,B.Sc,"₹ 1,969",13,3,/college/58397-government-model-science-college-gwalior
3914,"Vaish College, Bhiwani"," Bhiwani, Haryana",Null,#3915,B.Sc,"₹ 8,750",14,3,/college/58398-vaish-college-bhiwani
3915,"SD PG College, Muzaffarnagar"," Muzaffarnagar, Uttar Pradesh",Null,#3916,B.Sc,"₹ 2,228",10,2,/college/58402-sd-pg-college-muzaffarnagar
3916,"Shibli National College, Azamgarh"," Azamgarh, Uttar Pradesh",UGC Approved,#3917,B.Sc,"₹ 4,525",27,3,/college/58410-shibli-national-college-azamgarh
3917,"S K Somaiya College, Mumbai"," Mumbai, Maharashtra",Null,#3918,B.Sc,"₹ 2,50,000",86,4,/college/58411-s-k-somaiya-college-mumbai
3918,"Trivenidevi Bhalotia College Raniganj, Bardhaman"," Bardhaman, West Bengal",Null,#3919,B.Sc,"₹ 4,295",34,4,/college/58412-trivenidevi-bhalotia-college-raniganj-bardhaman
3919,"St. Francis de Sales College, Bangalore"," Bangalore, Karnataka",Null,#3920,B.Sc,"₹ 56,000",16,4,/college/58414-st-francis-de-sales-college-bangalore
3920,"Sacred Heart Degree College, Sitapur"," Sitapur, Uttar Pradesh",Null,#3921,B.Sc,"₹ 31,000",11,4,/college/58417-sacred-heart-degree-college-sitapur
3921,"St. Joseph’s Degree College, Kurnool"," Kurnool, Andhra Pradesh",Null,#3922,B.Sc,"₹ 12,770",16,4,/college/58419-st-josephs-degree-college-kurnool
3922,"Thiruthangal Nadar College, Chennai"," Chennai, Tamil Nadu",Null,#3923,B.Sc,"₹ 41,500",14,3,/college/58420-thiruthangal-nadar-college-chennai
3923,"Santipur college, Santipur"," Santipur, West Bengal",Null,#3924,B.Sc,"₹ 2,625",7,3,/college/58424-santipur-college-santipur
3924,"St. Thomas College, Bhilai"," Bhilai, Chhattisgarh",Null,#3925,B.Sc,"₹ 24,000",19,3,/college/58427-st-thomas-college-bhilai
3925,"S D College, Barnala"," Barnala, Punjab",UGC Approved,#3926,B.Sc,"₹ 15,970",20,3,/college/58428-s-d-college-barnala
3926,"Gargaon College, Sivasagar"," Sivasagar, Assam",Null,#3927,B.Sc,"₹ 3,220",39,3,/college/58429-gargaon-college-sivasagar
3927,"S.M College, Chandauli"," Chandauli, Uttar Pradesh",Null,#3928,B.Sc,--,23,3,/college/58432-sm-college-chandauli
3928,"St. Andrews College, Gorakhpur"," Gorakhpur, Uttar Pradesh",UGC Approved,#3929,B.Sc,"₹ 2,592",23,3,/college/58433-st-andrews-college-gorakhpur
3929,"Santaji Mahavidyalaya, Nagpur"," Nagpur, Maharashtra",Null,#3930,B.Sc,"₹ 18,395",5,3,/college/58434-santaji-mahavidyalaya-nagpur
3930,"St. Claret College - [SCC], Bangalore"," Bangalore, Karnataka",UGC Approved,#3931,B.Sc,"₹ 50,000",84,4,/college/58436-st-claret-college-scc-bangalore
3931,"Shri Shankaracharya Mahavidyalaya- [SSMV], Bhilai"," Bhilai, Chhattisgarh",NCTE Approved,#3932,B.Sc,"₹ 16,100",19,3,/college/58437-shri-shankaracharya-mahavidyalaya-ssmv-bhilai
3932,"Virtual Voyage College of Design, Media, Art and Management, Indore"," Indore, Madhya Pradesh",MHRD Approved,#3933,B.Sc,"₹ 72,000",10,4,/college/58438-virtual-voyage-college-of-design-media-art-and-management-indore
3933,"ST Columba's College, Hazaribagh"," Hazaribagh, Jharkhand",Null,#3934,B.Sc,"₹ 1,520",37,3,/college/58444-st-columbas-college-hazaribagh
3934,"St. Anne‘s Degree College for women, Bangalore"," Bangalore, Karnataka",Null,#3935,B.Sc,"₹ 33,000",28,4,/college/58446-st-annes-degree-college-for-women-bangalore
3935,"Doomdooma College, Dibrugarh"," Dibrugarh, Assam",Null,#3936,B.Sc,"₹ 18,270",31,3,/college/58449-doomdooma-college-dibrugarh
3936,"Kazi Nazrul University - [KNU], Asansol"," Asansol, West Bengal",UGC Approved,#3937,B.Sc,--,303,3,/university/58450-kazi-nazrul-university-knu-asansol
3937,"lumding college, Guwahati"," Guwahati, Assam",AICTE Approved,#3938,B.Sc,"₹ 4,090",8,3,/college/58452-lumding-college-guwahati
3938,"M. S. College of Arts, Science, Commerce & BMS, Thane"," Thane, Maharashtra","AICTE, BCI Approved",#3939,B.Sc,--,5,3,/college/58457-m-s-college-of-arts-science-commerce-and-bms-thane
3939,"Rajasthan University of Health Sciences - [RUHS], Jaipur"," Jaipur, Rajasthan","DCI, MCI, UGC Approved",#3940,B.Sc,"₹ 26,000",383,3,/university/58459-rajasthan-university-of-health-sciences-ruhs-jaipur
3940,"Government Serchhip College, Serchhip"," Serchhip, Mizoram",Null,#3941,B.Sc,"₹ 8,880",Null,Null,/college/58460-government-serchhip-college-serchhip
3941,"Bilasipara College, Bilasipara, Dhubri"," Dhubri, Assam",Null,#3942,B.Sc,--,3,3,/college/58462-bilasipara-college-bilasipara-dhubri
3942,"North Lakhimpur College, Lakhimpur"," Lakhimpur, Assam",Null,#3943,B.Sc,"₹ 4,445",24,3,/college/58465-north-lakhimpur-college-lakhimpur
3943,"Maharaja Bir Bikram College, Agartala"," Agartala, Tripura",UGC Approved,#3944,B.Sc,"₹ 4,000",26,3,/college/58470-maharaja-bir-bikram-college-agartala
3944,"Fazl Ali College, Mokokchung"," Mokokchung, Nagaland",UGC Approved,#3945,B.Sc,"₹ 9,050",11,3,/college/58474-fazl-ali-college-mokokchung
3945,"Gurucharan College, Silchar"," Silchar, Assam",Null,#3946,B.Sc,"₹ 11,820",47,3,/college/58475-gurucharan-college-silchar
3946,"Lal Bahadur Shastri Memorial College - [LBSM], Jamshedpur"," Jamshedpur, Jharkhand",Null,#3947,B.Sc,--,2,4,/college/58485-lal-bahadur-shastri-memorial-college-lbsm-jamshedpur
3947,"Government Maharaja College(Autonomous), Chhatarpur"," Chhatarpur, Madhya Pradesh",Null,#3948,B.Sc,₹ 870,8,3,/college/58487-government-maharaja-collegeautonomous-chhatarpur
3948,"Markham college of Commerce, Hazaribagh"," Hazaribagh, Jharkhand",UGC Approved,#3949,B.Sc,--,14,3,/college/58489-markham-college-of-commerce-hazaribagh
3949,"Sher-e-Kashmir University of Agricultural Sciences and Technology of Jammu - [SKUAST-J], Jammu"," Jammu, Jammu and Kashmir",UGC Approved,#3950,B.Sc,"₹ 26,900",11,3,/university/58490-sherekashmir-university-of-agricultural-sciences-and-technology-of-jammu-skuastj-jammu
3950,"North East Frontier Technical University - [NEFTU], West Siang"," West Siang, Arunachal Pradesh","AICTE, BCI, UGC, AIU Approved",#3951,B.Sc,--,23,4,/university/58514-north-east-frontier-technical-university-neftu-west-siang
3951,"DP Institute of Professional Studies, Moradabad"," Moradabad, Uttar Pradesh","AICTE, PCI Approved",#3952,B.Sc,"₹ 18,000",Null,Null,/college/58536-dp-institute-of-professional-studies-moradabad
3952,"Madhya Pradesh Medical Science University - [MPMSU], Jabalpur"," Jabalpur, Madhya Pradesh","DCI, INC, MCI Approved",#3953,B.Sc,--,251,3,/university/58557-madhya-pradesh-medical-science-university-mpmsu-jabalpur
3953,"Shri Vaishnav Vidyapeeth Vishwavidyalaya - [SVVV], Indore"," Indore, Madhya Pradesh",Null,#3954,B.Sc,"₹ 28,500",238,3,/university/58562-shri-vaishnav-vidyapeeth-vishwavidyalaya-svvv-indore
3954,"Maharaja Chhatrasal Bundelkhand Vishwavidyalaya, Chhatarpur"," Chhatarpur, Madhya Pradesh","AICTE, UGC, MHRD, AIU Approved",#3955,B.Sc,"₹ 1,900",44,3,/university/58563-maharaja-chhatrasal-bundelkhand-vishwavidyalaya-chhatarpur
3955,"Trytoon Academy - [TA], Bhubaneswar"," Bhubaneswar, Odisha",Null,#3956,B.Sc,"₹ 1,00,000",2,4,/college/58564-trytoon-academy-ta-bhubaneswar
3956,"J.B. Institute of Technology and Management - [JBITM], Gwalior"," Gwalior, Madhya Pradesh",Null,#3957,B.Sc,"₹ 40,000",Null,Null,/college/58575-jb-institute-of-technology-and-management-jbitm-gwalior
3957,"School of Studies in Distance Education,  Jiwaji University, Gwalior"," Gwalior, Madhya Pradesh",UGC Approved,#3958,B.Sc,"₹ 3,500",2,3,/college/58577-school-of-studies-in-distance-education-jiwaji-university-gwalior
3958,"College of Life Sciences, Gwalior"," Gwalior, Madhya Pradesh",Null,#3959,B.Sc,--,Null,Null,/college/58590-college-of-life-sciences-gwalior
3959,"R.V.S. College, Morena"," Morena, Madhya Pradesh",Null,#3960,B.Sc,--,1,3,/college/58606-rvs-college-morena
3960,"Dream Valley College, Gwalior"," Gwalior, Madhya Pradesh",Null,#3961,B.Sc,"₹ 14,000",Null,Null,/college/58619-dream-valley-college-gwalior
3961,"Somani College of Professional Studies -[SCPS], Gwalior"," Gwalior, Madhya Pradesh",AICTE Approved,#3962,B.Sc,"₹ 28,000",Null,Null,/college/58623-somani-college-of-professional-studies-scps-gwalior
3962,"Pandit Nehru College Banmore, Morena"," Morena, Madhya Pradesh",Null,#3963,B.Sc,"₹ 12,000",2,4,/college/58626-pandit-nehru-college-banmore-morena
3963,"S.R.D. College, Morena"," Morena, Madhya Pradesh",Null,#3964,B.Sc,"₹ 8,000",12,3,/college/58631-srd-college-morena
3964,"Vidyodaya College, Manawar"," Manawar, Madhya Pradesh",Null,#3965,B.Sc,"₹ 15,100",Null,Null,/college/58632-vidyodaya-college-manawar
3965,"Shri Jain Shwetamber Professional Academy - [SJSPA], Indore"," Indore, Madhya Pradesh","NCTE, AICTE Approved",#3966,B.Sc,"₹ 10,000",1,4,/college/58634-shri-jain-shwetamber-professional-academy-sjspa-indore
3966,"Akshay Academy College, Indore"," Indore, Madhya Pradesh","NCTE, AICTE Approved",#3967,B.Sc,"₹ 14,000",Null,Null,/college/58635-akshay-academy-college-indore
3967,"St. Paul Institute of Professional Studies- [SPIPS], Indore"," Indore, Madhya Pradesh",AICTE Approved,#3968,B.Sc,"₹ 27,500",14,3,/college/58638-st-paul-institute-of-professional-studies-spips-indore
3968,"Jain College, Gwalior"," Gwalior, Madhya Pradesh","AICTE, PCI Approved",#3969,B.Sc,"₹ 10,000",4,4,/college/58640-jain-college-gwalior
3969,"Seva Sadan Mahavidyalaya, Indore"," Indore, Madhya Pradesh",Null,#3970,B.Sc,--,3,3,/college/58641-seva-sadan-mahavidyalaya-indore
3970,"Saraswati College of Computer Science - [SCCS], Chhatarpur"," Chhatarpur, Madhya Pradesh",UGC Approved,#3971,B.Sc,"₹ 15,000",Null,Null,/college/58644-saraswati-college-of-computer-science-sccs-chhatarpur
3971,"Prof. Brijmohan Mishra Institute of Medical & Technical Sciences - [BIMTS], Burhanpur"," Burhanpur, Madhya Pradesh","NCTE, PCI, INC Approved",#3972,B.Sc,"₹ 19,500",2,4,/college/58647-prof-brijmohan-mishra-institute-of-medical-and-technical-sciences-bimts-burhanpur
3972,"J.C. MILL GIRLS COLLEGE, Gwalior"," Gwalior, Madhya Pradesh",UGC Approved,#3973,B.Sc,"₹ 16,000",1,3,/college/58648-jc-mill-girls-college-gwalior
3973,"ILVA Commerce and Science College, Indore"," Indore, Madhya Pradesh",NCTE Approved,#3974,B.Sc,"₹ 16,000",3,3,/college/58649-ilva-commerce-and-science-college-indore
3974,"Govt. Arts & Commerce College, Sagar"," Sagar, Madhya Pradesh",Null,#3975,B.Sc,"₹ 1,820",1,4,/college/58650-govt-arts-and-commerce-college-sagar
3975,"K.K. Vigyan Avan Vyavasaik Adhyayan Mahavidyalaya, Indore"," Indore, Madhya Pradesh",AICTE Approved,#3976,B.Sc,"₹ 16,000",3,4,/college/58652-kk-vigyan-avan-vyavasaik-adhyayan-mahavidyalaya-indore
3976,"Govt. P. G. College Bina, Sagar"," Sagar, Madhya Pradesh",Null,#3977,B.Sc,"₹ 2,300",8,3,/college/58659-govt-p-g-college-bina-sagar
3977,"Govt. Geetanjali Girls' P.G. (Autonomous) College, Bhopal"," Bhopal, Madhya Pradesh","AICTE, UGC Approved",#3978,B.Sc,--,8,4,/college/58662-govt-geetanjali-girls-pg-autonomous-college-bhopal
3978,"Mata Jijabai Govt. Girls P.G. College, Indore"," Indore, Madhya Pradesh",AICTE Approved,#3979,B.Sc,--,14,4,/college/58663-mata-jijabai-govt-girls-pg-college-indore
3979,"Pt. Ram Sunder Shukla Shisksha and Prashishan Sansthan, Rewa"," Rewa, Madhya Pradesh",NCTE Approved,#3980,B.Sc,"₹ 28,000",1,4,/college/58681-pt-ram-sunder-shukla-shisksha-and-prashishan-sansthan-rewa
3980,"T. S.S. College, Morena"," Morena, Madhya Pradesh",Null,#3981,B.Sc,"₹ 20,000",Null,Null,/college/58682-t-ss-college-morena
3981,"Government Girls P.G.College, Rewa"," Rewa, Madhya Pradesh",Null,#3982,B.Sc,--,Null,Null,/college/58689-government-girls-pgcollege-rewa
3982,"Rai School of Sciences - [RSS], Ahmedabad"," Ahmedabad, Gujarat",Null,#3983,B.Sc,"₹ 50,600",Null,Null,/college/58691-rai-school-of-sciences-rss-ahmedabad
3983,"Devi Ahilya College of Paramedical Science, Indore"," Indore, Madhya Pradesh",MCI Approved,#3984,B.Sc,--,Null,Null,/college/58694-devi-ahilya-college-of-paramedical-science-indore
3984,"Jagannath Gomati Ambavatiya College of Education, Nalkheda"," Nalkheda, Madhya Pradesh",Null,#3985,B.Sc,"₹ 16,000",Null,Null,/college/58703-jagannath-gomati-ambavatiya-college-of-education-nalkheda
3985,"Helios College, Ujjain"," Ujjain, Madhya Pradesh",Null,#3986,B.Sc,"₹ 6,889",Null,Null,/college/58708-helios-college-ujjain
3986,"Saifee Golden Jubilee Quaderia College - [SGJQ], Burhanpur"," Burhanpur, Madhya Pradesh",Null,#3987,B.Sc,"₹ 14,000",Null,Null,/college/58713-saifee-golden-jubilee-quaderia-college-sgjq-burhanpur
3987,"Sardar Vallabh Bhai Patel College, Barwaha"," Barwaha, Madhya Pradesh",Null,#3988,B.Sc,"₹ 23,000",6,4,/college/58728-sardar-vallabh-bhai-patel-college-barwaha
3988,"G D Goenka University, School of Architecture and Planning - [SAP], Gurgaon"," Gurgaon, Haryana",COA Approved,#3989,B.Sc,"₹ 3,62,000",Null,Null,/college/58758-g-d-goenka-university-school-of-architecture-and-planning-sap-gurgaon
3989,"G D Goenka University, School of  Education - [SOE], Gurgaon"," Gurgaon, Haryana",NCTE Approved,#3990,B.Sc,"₹ 1,05,000",Null,Null,/college/58765-g-d-goenka-university-school-of-education-soe-gurgaon
3990,"G D Goenka University, School of  Medical and Allied Sciences - [SMAS], Gurgaon"," Gurgaon, Haryana",PCI Approved,#3991,B.Sc,"₹ 1,29,000",Null,Null,/college/58766-g-d-goenka-university-school-of-medical-and-allied-sciences-smas-gurgaon
3991,"Sher Shah College, Sasaram"," Sasaram, Bihar",Null,#3992,B.Sc,"₹ 1,510",3,4,/college/58812-sher-shah-college-sasaram
3992,"Sri Radha Krishna Goenka College, Sitamarhi"," Sitamarhi, Bihar",Null,#3993,B.Sc,--,8,4,/college/58821-sri-radha-krishna-goenka-college-sitamarhi
3993,"Lalit Narayan Tirhut Mahavidyalaya - [LNT], Muzaffarpur"," Muzaffarpur, Bihar",UGC Approved,#3994,B.Sc,₹ 877,4,3,/college/58822-lalit-narayan-tirhut-mahavidyalaya-lnt-muzaffarpur
3994,"Muneshwar Singh Muneshwari Samta College, Hajipur"," Hajipur, Bihar",Null,#3995,B.Sc,"₹ 1,749",Null,Null,/college/58824-muneshwar-singh-muneshwari-samta-college-hajipur
3995,"Ganga Devi Mahila Mahavidyalaya - [GDMM] Kankarbagh, Patna"," Patna, Bihar",Null,#3996,B.Sc,"₹ 6,493",1,4,/college/58825-ganga-devi-mahila-mahavidyalaya-gdmm-kankarbagh-patna
3996,"Sri Narayan Singh College, Motihari"," Motihari, Bihar",Null,#3997,B.Sc,"₹ 1,342",3,3,/college/58830-sri-narayan-singh-college-motihari
3997,"G.J. College, Patna"," Patna, Bihar",Null,#3998,B.Sc,"₹ 10,900",7,3,/college/58831-gj-college-patna
3998,"Kisan College, Nalanda"," Nalanda, Bihar",Null,#3999,B.Sc,--,4,3,/college/58833-kisan-college-nalanda
3999,"Mahila College Khagaul, Patna"," Patna, Bihar",UGC Approved,#4000,B.Sc,"₹ 22,374",1,3,/college/58834-mahila-college-khagaul-patna
4000,"Raj Narain college, Hajipur"," Hajipur, Bihar",Null,#4001,B.Sc,"₹ 1,332",20,3,/college/58835-raj-narain-college-hajipur
4001,"Sheodeni Ram Ayodhya Prasad College, Chakia"," Chakia, Bihar",Null,#4002,B.Sc,--,3,4,/college/58838-sheodeni-ram-ayodhya-prasad-college-chakia
4002,"Sri Krishna Ramruchi College, Bhagalpur"," Bhagalpur, Bihar",UGC Approved,#4003,B.Sc,"₹ 1,273",1,1,/college/58843-sri-krishna-ramruchi-college-bhagalpur
4003,"Sardar Vallabh Bhai Patel College, Bhabua"," Bhabua, Bihar",Null,#4004,B.Sc,"₹ 1,531",2,3,/college/58848-sardar-vallabh-bhai-patel-college-bhabua
4004,"Thakur Prasad College, Madhepura"," Madhepura, Bihar",UGC Approved,#4005,B.Sc,"₹ 1,601",2,2,/college/58854-thakur-prasad-college-madhepura
4005,"Directorate of Distance Education, B.R.A. Bihar University - [DDEBRABU], Muzaffarpur"," Muzaffarpur, Bihar",UGC Approved,#4006,B.Sc,"₹ 3,700",2,3,/college/58858-directorate-of-distance-education-bra-bihar-university-ddebrabu-muzaffarpur
4006,"Veer Kunwar Singh University - [VKSU], Arrah"," Arrah, Bihar","NCTE, AICTE, UGC Approved",#4007,B.Sc,--,55,3,/university/58869-veer-kunwar-singh-university-vksu-arrah
4007,"Mahatma Gandhi Central University - [MGCU], Motihari"," Motihari, Bihar","UGC, AIU Approved",#4008,B.Sc,"₹ 26,800",40,3,/university/58871-mahatma-gandhi-central-university-mgcu-motihari
4008,"Sanjay Gandhi Medical College, Ranchi"," Ranchi, Jharkhand",Null,#4009,B.Sc,"₹ 3,130",Null,Null,/college/58885-sanjay-gandhi-medical-college-ranchi
4009,"Ram Lakhan Singh Yadav College - [RLSY], Ranchi"," Ranchi, Jharkhand",Null,#4010,B.Sc,"₹ 1,996",11,3,/college/58886-ram-lakhan-singh-yadav-college-rlsy-ranchi
4010,"Krishna Ballav College - [KBC], Bokaro"," Bokaro, Jharkhand",Null,#4011,B.Sc,--,Null,Null,/college/58889-krishna-ballav-college-kbc-bokaro
4011,"Raja Shiv Prasad College, Dhanbad"," Dhanbad, Jharkhand",Null,#4012,B.Sc,--,5,4,/college/58890-raja-shiv-prasad-college-dhanbad
4012,"Government First grade College Vijayanagar, Bangalore"," Bangalore, Karnataka","AICTE, UGC Approved",#4013,B.Sc,--,14,3,/college/58898-government-first-grade-college-vijayanagar-bangalore
4013,"Oxbridge Group of Institutions, Bangalore"," Bangalore, Karnataka","AICTE, PCI Approved",#4014,B.Sc,--,3,4,/college/58899-oxbridge-group-of-institutions-bangalore
4014,"Asian School of Business - [ASB], Noida"," Noida, Uttar Pradesh",Null,#4015,B.Sc,"₹ 3,25,000",23,4,/college/58909-asian-school-of-business-asb-noida
4015,"Indian Institute of Fashion & Design - [IIFD], Chandigarh"," Chandigarh, Chandigarh",Null,#4016,B.Sc,"₹ 1,45,000",18,4,/college/58910-indian-institute-of-fashion-and-design-iifd-chandigarh
4016,"Polytechnic for Women - [PFW], New Delhi"," New Delhi, Delhi NCR",Null,#4017,B.Sc,"₹ 80,000",2,4,/college/58944-polytechnic-for-women-pfw-new-delhi
4017,"Govt. Naveen College, Jaijaipur"," Jaijaipur, Chhattisgarh",UGC Approved,#4018,B.Sc,"₹ 3,790",2,4,/college/58957-govt-naveen-college-jaijaipur
4018,"Govt. T.C.L. College, Janjgir"," Janjgir, Chhattisgarh",UGC Approved,#4019,B.Sc,--,2,3,/college/58962-govt-tcl-college-janjgir
4019,"Kamla Nehru College - [KNC], Korba"," Korba, Chhattisgarh",NCTE Approved,#4020,B.Sc,"₹ 6,040",3,4,/college/58968-kamla-nehru-college-knc-korba
4020,"Lal Bahadur Shastri Arts Commerce & Science P.G. College, Baloda"," Baloda, Chhattisgarh",UGC Approved,#4021,B.Sc,--,1,4,/college/58969-lal-bahadur-shastri-arts-commerce-and-science-pg-college-baloda
4021,"Sharda University, School Humanities and Social Sciences - [SHSS], Greater Noida"," Greater Noida, Uttar Pradesh",UGC Approved,#4022,B.Sc,"₹ 80,000",3,4,/college/58970-sharda-university-school-humanities-and-social-sciences-shss-greater-noida
4022,"Sharda University, School of Allied Health Sciences - [SAHS], Greater Noida"," Greater Noida, Uttar Pradesh",IAP Approved,#4023,B.Sc,"₹ 1,29,780",6,3,/college/58973-sharda-university-school-of-allied-health-sciences-sahs-greater-noida
4023,"Sharda University, School of Basic Sciences and Research - [SBSR], Greater Noida"," Greater Noida, Uttar Pradesh",Null,#4024,B.Sc,"₹ 90,640",7,4,/college/58974-sharda-university-school-of-basic-sciences-and-research-sbsr-greater-noida
4024,"Sharda University, School of Education - [SOE], Greater Noida"," Greater Noida, Uttar Pradesh",NCTE Approved,#4025,B.Sc,"₹ 90,640",1,5,/college/58976-sharda-university-school-of-education-soe-greater-noida
4025,"Pt. Harishankar Shukla Memorial College, Raipur"," Raipur, Chhattisgarh",NCTE Approved,#4026,B.Sc,"₹ 19,000",4,3,/college/58979-pt-harishankar-shukla-memorial-college-raipur
4026,"School of Agriculture and Applied Science, Monad University, Hapur"," Hapur, Uttar Pradesh",AICTE Approved,#4027,B.Sc,"₹ 11,650",Null,Null,/college/58992-school-of-agriculture-and-applied-science-monad-university-hapur
4027,"Institute of Applied Sciences & Humanities - GLA University, Mathura"," Mathura, Uttar Pradesh","NCTE, AICTE, PCI, BCI, UGC Approved",#4028,B.Sc,"₹ 54,000",1,4,/college/59003-institute-of-applied-sciences-and-humanities-gla-university-mathura
4028,"School of Science, IFTM University - [SOS], Moradabad"," Moradabad, Uttar Pradesh",AICTE Approved,#4029,B.Sc,"₹ 28,000",Null,Null,/college/59021-school-of-science-iftm-university-sos-moradabad
4029,"Prof. Rajendra Singh University - [PRSU], Allahabad"," Allahabad, Uttar Pradesh","NCTE, DCI, AICTE, MCI, BCI Approved",#4030,B.Sc,--,65,3,/university/59033-prof-rajendra-singh-university-prsu-allahabad
4030,"Veerk Kunwar Degree College - [VKDC], Bijnor"," Bijnor, Uttar Pradesh",NCTE Approved,#4031,B.Sc,"₹ 6,000",Null,Null,/college/59041-veerk-kunwar-degree-college-vkdc-bijnor
4031,"Dayananda Sagar College of Arts, Science and Commerce - [DSCASC], Bangalore"," Bangalore, Karnataka",AICTE Approved,#4032,B.Sc,--,23,4,/college/59079-dayananda-sagar-college-of-arts-science-and-commerce-dscasc-bangalore
4032,"Rudras College, Aligarh"," Aligarh, Uttar Pradesh",AICTE Approved,#4033,B.Sc,--,Null,Null,/college/59130-rudras-college-aligarh
4033,"Heeralal Ramniwas Post Graduate College- [HRPGDC], Sant Kabir Nagar"," Sant Kabir Nagar, Uttar Pradesh",UGC Approved,#4034,B.Sc,"₹ 7,685",1,3,/college/59134-heeralal-ramniwas-post-graduate-college-hrpgdc-sant-kabir-nagar
4034,"G.P.S Mahavidyalaya, Sant Kabir Nagar"," Sant Kabir Nagar, Uttar Pradesh",UGC Approved,#4035,B.Sc,"₹ 3,500",Null,Null,/college/59137-gps-mahavidyalaya-sant-kabir-nagar
4035,"Sant Kabir Vidyapeeth Mahavidyalaya, Sant Kabir Nagar"," Sant Kabir Nagar, Uttar Pradesh",Null,#4036,B.Sc,"₹ 4,529",3,4,/college/59138-sant-kabir-vidyapeeth-mahavidyalaya-sant-kabir-nagar
4036,"United School of Business Management - [USBM], Bhubaneswar"," Bhubaneswar, Odisha","AICTE, UGC Approved",#4037,B.Sc,"₹ 50,000",7,4,/college/59142-united-school-of-business-management-usbm-bhubaneswar
4037,"Banda University of Agriculture and Technology - [BUAT], Banda"," Banda, Uttar Pradesh","ICAR, UGC Approved",#4038,B.Sc,"₹ 46,700",24,4,/university/59148-banda-university-of-agriculture-and-technology-buat-banda
4038,"Institute of Advanced Research - [IAR], Gandhinagar"," Gandhinagar, Gujarat",UGC Approved,#4039,B.Sc,"₹ 82,000",17,4,/university/59207-institute-of-advanced-research-iar-gandhinagar
4039,"Rural Dental College, Ahmednagar"," Ahmednagar, Maharashtra","DCI, MCI Approved",#4040,B.Sc,"₹ 41,000",2,4,/college/59226-rural-dental-college-ahmednagar
4040,"Venkateshwara Open University - [VOU], Naharlagun"," Naharlagun, Arunachal Pradesh","UGC, AIU Approved",#4041,B.Sc,"₹ 12,500",21,4,/university/59288-venkateshwara-open-university-vou-naharlagun
4041,"K.S.R. College of Arts and Science for Women - [KSRCASW], Tiruchengodu"," Tiruchengodu, Tamil Nadu",Null,#4042,B.Sc,--,6,4,/college/59297-ksr-college-of-arts-and-science-for-women-ksrcasw-tiruchengodu
4042,"Bahauddin Science College, Junagadh"," Junagadh, Gujarat",Null,#4043,B.Sc,"₹ 1,235",8,3,/college/59298-bahauddin-science-college-junagadh
4043,"St. Joseph's College for Women, Visakhapatnam"," Visakhapatnam, Andhra Pradesh",Null,#4044,B.Sc,"₹ 8,960",20,4,/college/59299-st-josephs-college-for-women-visakhapatnam
4044,"Saveetha Amaravati University, Vijayawada"," Vijayawada, Andhra Pradesh",Null,#4045,B.Sc,"₹ 95,000",1,4,/university/59301-saveetha-amaravati-university-vijayawada
4045,"Sarla Anil Modi School of Economics - [SAMSOE], Mumbai"," Mumbai, Maharashtra",AICTE Approved,#4046,B.Sc,"₹ 3,25,000",4,4,/college/59302-sarla-anil-modi-school-of-economics-samsoe-mumbai
4046,"MIT Arts, Commerce & Science College - [MITACSC], Pune"," Pune, Maharashtra",Null,#4047,B.Sc,"₹ 94,600",41,4,/college/59308-mit-arts-commerce-and-science-college-mitacsc-pune
4047,"Uttar Pradesh University of Medical Sciences - [UPUMS], Etawah"," Etawah, Uttar Pradesh","DCI, PCI, INC, MCI Approved",#4048,B.Sc,"₹ 22,000",29,4,/university/59333-uttar-pradesh-university-of-medical-sciences-upums-etawah
4048,"GITAM School of Science, Hyderabad"," Hyderabad, Telangana",Null,#4049,B.Sc,"₹ 1,05,000",1,5,/college/59335-gitam-school-of-science-hyderabad
4049,"Universal Group of Institutions - [UGI], Bangalore"," Bangalore, Karnataka",UGC Approved,#4050,B.Sc,"₹ 1,85,000",1,3,/college/59363-universal-group-of-institutions-ugi-bangalore
4050,"ICRI - Ajeenkya DY Patil University, Pune"," Pune, Maharashtra",Null,#4051,B.Sc,"₹ 2,90,000",Null,Null,/college/59367-icri-ajeenkya-dy-patil-university-pune
4051,"ICRI - Jaipur National University, Jaipur"," Jaipur, Rajasthan",Null,#4052,B.Sc,"₹ 1,50,000",3,4,/college/59368-icri-jaipur-national-university-jaipur
4052,"IIFA Multimedia, Bangalore"," Bangalore, Karnataka","AICTE, UGC Approved",#4053,B.Sc,"₹ 1,50,000",26,3,/college/59376-iifa-multimedia-bangalore
